model,function,file,source_characters,llvm_characters,representation_size,dependency_count,json_valid,request_success,latency_seconds,retry_count,prompt_tokens,output_tokens,total_tokens,keyword_count,concept_count,summary_length,purpose_length,behavior_length,source_code,ast,llvm,cfg,call_graph,purpose_complete,behavior_complete,summary_complete,inputs_complete,outputs_complete,side_effects_complete,dependencies_complete,concepts_complete,keywords_complete,algorithm_complete,complexity_complete,human_accuracy,human_relevance,human_faithfulness,human_usefulness,function_type,complexity_category,graph_complexity
llama-3.2-3b-instruct,benchmark_tests/benchmark_tests.h::Test::BenchMark::Puzzle::Puzzle::25,enhanced_llama-3.2-3b-instruct.json,115,771206,771321,0,True,True,4.327,0,2830,350,3180,4,2,28,135,160,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
llama-3.2-3b-instruct,benchmark_tests/perft_tests.cpp::split::21,enhanced_llama-3.2-3b-instruct.json,306,771206,771512,0,True,True,2.685,0,2933,205,3138,3,2,42,65,197,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Test,Complex,Leaf
llama-3.2-3b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,enhanced_llama-3.2-3b-instruct.json,565,771206,771771,0,True,True,2.824,0,3239,209,3448,2,2,11,122,189,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Complex,Leaf
llama-3.2-3b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60,enhanced_llama-3.2-3b-instruct.json,1488,771206,772694,0,True,True,3.701,0,3481,277,3758,5,3,64,138,275,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,,,,,Test,Complex,Leaf
llama-3.2-3b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107,enhanced_llama-3.2-3b-instruct.json,1474,771206,772680,0,True,True,3.393,0,3382,256,3638,3,3,110,110,207,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Complex,Leaf
llama-3.2-3b-instruct,benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29,enhanced_llama-3.2-3b-instruct.json,573,719080,719653,0,True,True,2.846,0,2785,220,3005,3,2,37,141,197,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Test,Moderate,Leaf
llama-3.2-3b-instruct,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71,enhanced_llama-3.2-3b-instruct.json,2050,776006,778056,0,True,True,3.477,0,3319,266,3585,4,3,93,102,272,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Test,Complex,Leaf
llama-3.2-3b-instruct,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125,enhanced_llama-3.2-3b-instruct.json,996,776006,777002,0,True,True,3.026,0,3066,229,3295,4,2,86,155,191,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Test,Complex,Leaf
llama-3.2-3b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17,enhanced_llama-3.2-3b-instruct.json,802,0,802,0,True,True,2.272,0,1166,204,1370,3,2,44,133,283,True,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,enhanced_llama-3.2-3b-instruct.json,1093,0,1093,0,True,True,1.994,0,1243,177,1420,2,3,62,94,220,True,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67,enhanced_llama-3.2-3b-instruct.json,1109,0,1109,0,True,True,1.893,0,1250,169,1419,2,2,50,136,194,True,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94,enhanced_llama-3.2-3b-instruct.json,356,0,356,0,True,True,2.128,0,885,200,1085,3,3,68,123,228,True,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105,enhanced_llama-3.2-3b-instruct.json,349,0,349,0,True,True,2.099,0,885,197,1082,3,3,33,91,255,True,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/evaluation_tests.cpp::flipVertical::16,enhanced_llama-3.2-3b-instruct.json,415,534127,534542,0,True,True,2.71,0,3217,197,3414,2,2,43,62,287,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,debug_tests/evaluation_tests.cpp::mirrorBitboards::27,enhanced_llama-3.2-3b-instruct.json,168,534127,534295,0,True,True,2.217,0,2956,157,3113,3,2,66,38,139,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,debug_tests/evaluation_tests.cpp::swapColours::33,enhanced_llama-3.2-3b-instruct.json,601,534127,534728,0,True,True,2.742,0,3269,200,3469,4,2,62,62,218,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,enhanced_llama-3.2-3b-instruct.json,1770,534127,535897,0,True,True,2.874,0,3449,206,3655,3,2,64,67,145,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
llama-3.2-3b-instruct,debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21,enhanced_llama-3.2-3b-instruct.json,168,422910,423078,0,True,True,2.672,0,2690,208,2898,3,2,102,56,107,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,enhanced_llama-3.2-3b-instruct.json,882,422910,423792,0,True,True,3.172,0,3334,236,3570,3,3,76,90,169,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43,enhanced_llama-3.2-3b-instruct.json,742,422910,423652,0,True,True,2.804,0,3282,202,3484,2,2,44,43,126,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,debug_tests/move_tests.cpp::Test::Debug::moveSorting::20,enhanced_llama-3.2-3b-instruct.json,958,477165,478123,0,True,True,3.355,0,3323,251,3574,3,3,152,143,175,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,,,,,Test,Moderate,Leaf
llama-3.2-3b-instruct,debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,enhanced_llama-3.2-3b-instruct.json,1088,477165,478253,0,True,True,3.309,0,3361,235,3596,4,4,68,51,181,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Test,Moderate,Leaf
llama-3.2-3b-instruct,debug_tests/see_tests.cpp::Test::Debug::see_test::15,enhanced_llama-3.2-3b-instruct.json,1330,0,1330,0,True,True,2.821,0,1221,243,1464,3,2,62,99,228,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
llama-3.2-3b-instruct,include/board.h::Board::Board::33,enhanced_llama-3.2-3b-instruct.json,30,771206,771236,0,True,True,1.944,0,2664,141,2805,3,2,44,44,80,True,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/board.h::Board::Board::34,enhanced_llama-3.2-3b-instruct.json,74,771206,771280,0,True,True,2.482,0,2729,181,2910,2,3,43,70,223,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::countBits::9,enhanced_llama-3.2-3b-instruct.json,203,771206,771409,0,True,True,2.533,0,2861,189,3050,2,2,68,54,191,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::bsf::31,enhanced_llama-3.2-3b-instruct.json,87,771206,771293,0,True,True,2.802,0,2841,212,3053,2,2,13,72,290,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::pop_lsb::36,enhanced_llama-3.2-3b-instruct.json,94,771206,771300,0,True,True,2.647,0,2866,199,3065,2,2,51,51,192,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::shiftLeft::43,enhanced_llama-3.2-3b-instruct.json,68,771206,771274,0,True,True,3.05,0,2765,237,3002,3,2,69,108,277,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::shiftRight::47,enhanced_llama-3.2-3b-instruct.json,69,771206,771275,0,True,True,2.994,0,2764,233,2997,2,2,70,74,188,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::getBishopAttacks::52,enhanced_llama-3.2-3b-instruct.json,313,771206,771519,0,True,True,2.921,0,3074,218,3292,3,2,59,62,254,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::getBishopXrayAttacks::60,enhanced_llama-3.2-3b-instruct.json,246,771206,771452,0,True,True,2.968,0,3043,220,3263,2,2,106,106,223,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::getRookAttacks::66,enhanced_llama-3.2-3b-instruct.json,303,771206,771509,0,True,True,2.61,0,3080,190,3270,3,2,54,79,182,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::getRookXrayAttacks::74,enhanced_llama-3.2-3b-instruct.json,240,771206,771446,0,True,True,3.418,0,3043,262,3305,4,3,104,104,279,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/inline_functions.h::getQueenAttacks::80,enhanced_llama-3.2-3b-instruct.json,537,771206,771743,0,True,True,2.723,0,3190,199,3389,2,2,90,90,236,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/move.h::Move::Move::27,enhanced_llama-3.2-3b-instruct.json,24,771206,771230,0,True,True,2.152,0,2670,159,2829,2,2,61,64,119,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/move.h::Move::Move::29,enhanced_llama-3.2-3b-instruct.json,35,771206,771241,0,True,True,2.261,0,2719,170,2889,3,2,67,79,129,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/move.h::Move::Move::31,enhanced_llama-3.2-3b-instruct.json,120,771206,771326,0,True,True,2.271,0,2824,171,2995,3,2,34,58,208,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/move.h::Move::Move::35,enhanced_llama-3.2-3b-instruct.json,158,771206,771364,0,True,True,2.498,0,2908,190,3098,3,2,70,74,224,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,include/types.h::operator~::11,enhanced_llama-3.2-3b-instruct.json,64,771206,771270,0,True,True,2.486,0,2744,193,2937,3,2,97,81,116,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/types.h::make_piece::22,enhanced_llama-3.2-3b-instruct.json,84,771206,771290,0,True,True,2.52,0,2808,195,3003,4,2,66,64,170,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/types.h::pieceType::31,enhanced_llama-3.2-3b-instruct.json,55,771206,771261,0,True,True,2.485,0,2724,192,2916,3,2,36,53,168,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/types.h::color::32,enhanced_llama-3.2-3b-instruct.json,51,771206,771257,0,True,True,1.968,0,2719,144,2863,2,2,57,37,59,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/types.h::UndoInfo::UndoInfo::41,enhanced_llama-3.2-3b-instruct.json,77,771206,771283,0,True,True,2.264,0,2714,174,2888,4,3,71,54,176,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,include/types.h::UndoInfo::UndoInfo::44,enhanced_llama-3.2-3b-instruct.json,102,771206,771308,0,True,True,2.163,0,2767,160,2927,2,2,52,60,151,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::resetGameVariables::26,enhanced_llama-3.2-3b-instruct.json,76,2478009,2478085,0,True,True,2.368,0,2761,180,2941,3,2,113,113,179,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::handleUci::31,enhanced_llama-3.2-3b-instruct.json,1662,2478009,2479671,0,True,True,2.203,0,3555,150,3705,3,2,29,45,159,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::handleOption::66,enhanced_llama-3.2-3b-instruct.json,1512,2478009,2479521,0,True,True,2.982,0,3567,216,3783,2,3,100,100,220,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::handleOption::103,enhanced_llama-3.2-3b-instruct.json,418,2478009,2478427,0,True,True,2.775,0,3138,207,3345,4,2,35,71,180,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::handleIsReady::118,enhanced_llama-3.2-3b-instruct.json,62,2478009,2478071,0,True,True,2.006,0,2749,149,2898,2,2,62,54,95,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::handlePosition::122,enhanced_llama-3.2-3b-instruct.json,2489,2478009,2480498,0,True,True,3.588,0,3610,269,3879,3,2,77,77,174,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::handleGo::194,enhanced_llama-3.2-3b-instruct.json,1703,2478009,2479712,0,True,True,3.586,0,3487,273,3760,4,3,61,61,219,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::cleanUp::233,enhanced_llama-3.2-3b-instruct.json,91,2478009,2478100,0,True,True,2.174,0,2823,161,2984,2,2,67,73,111,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/UCI.cpp::UCI::238,enhanced_llama-3.2-3b-instruct.json,1945,2478009,2479954,0,True,True,3.236,0,3551,242,3793,3,3,71,124,123,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/board.cpp::charToPiece::24,enhanced_llama-3.2-3b-instruct.json,760,641627,642387,0,True,True,2.464,0,3328,174,3502,4,3,69,53,160,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/hashtable.cpp::generateHashKey::26,enhanced_llama-3.2-3b-instruct.json,655,169878,170533,0,True,True,2.963,0,3387,220,3607,3,3,36,54,216,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/hashtable.cpp::initTranspositionTable::48,enhanced_llama-3.2-3b-instruct.json,571,169878,170449,0,True,True,2.919,0,3286,217,3503,2,2,30,74,247,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/hashtable.cpp::clearTranspositionTable::67,enhanced_llama-3.2-3b-instruct.json,546,169878,170424,0,True,True,2.69,0,3269,200,3469,3,5,62,49,186,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/hashtable.cpp::probeHash::81,enhanced_llama-3.2-3b-instruct.json,1424,169878,171302,0,True,True,3.613,0,3701,272,3973,3,2,79,93,348,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/hashtable.cpp::recordHash::114,enhanced_llama-3.2-3b-instruct.json,723,169878,170601,0,True,True,3.452,0,3449,262,3711,2,2,40,117,151,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/hashtable.cpp::checkHashOccupancy::132,enhanced_llama-3.2-3b-instruct.json,323,169878,170201,0,True,True,3.216,0,3180,245,3425,3,2,113,134,217,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::maskPawnAttacks::123,enhanced_llama-3.2-3b-instruct.json,439,452444,452883,0,True,True,3.365,0,3359,256,3615,3,3,82,116,297,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::maskKnightMoves::142,enhanced_llama-3.2-3b-instruct.json,530,452444,452974,0,True,True,2.746,0,3416,200,3616,4,2,82,82,282,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::maskKingMoves::162,enhanced_llama-3.2-3b-instruct.json,376,452444,452820,0,True,True,2.728,0,3305,200,3505,4,2,80,80,254,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::maskBishopMoves::182,enhanced_llama-3.2-3b-instruct.json,725,452444,453169,0,True,True,2.698,0,3485,194,3679,3,2,75,84,220,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/init.cpp::maskRookMoves::198,enhanced_llama-3.2-3b-instruct.json,582,452444,453026,0,True,True,2.469,0,3372,177,3549,2,2,69,82,167,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::bishopAttacksOnTheFly::213,enhanced_llama-3.2-3b-instruct.json,1038,452444,453482,0,True,True,2.875,0,3671,205,3876,3,2,109,109,171,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/init.cpp::rookAttacksOnTheFly::241,enhanced_llama-3.2-3b-instruct.json,1020,452444,453464,0,True,True,2.799,0,3592,200,3792,3,2,89,103,211,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/init.cpp::setOccupancies::269,enhanced_llama-3.2-3b-instruct.json,290,452444,452734,0,True,True,2.559,0,3218,188,3406,2,2,74,88,183,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::initLeaperPiecesAttacks::282,enhanced_llama-3.2-3b-instruct.json,432,452444,452876,0,True,True,3.793,0,3225,301,3526,4,4,32,79,210,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::initSliderAttacks::291,enhanced_llama-3.2-3b-instruct.json,1312,452444,453756,0,True,True,3.562,0,3535,269,3804,3,0,80,80,314,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/init.cpp::initRandomKeys::322,enhanced_llama-3.2-3b-instruct.json,525,452444,452969,0,True,True,2.544,0,3308,186,3494,3,2,47,51,234,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::setFileAndRankMask::341,enhanced_llama-3.2-3b-instruct.json,521,452444,452965,0,True,True,2.665,0,3384,194,3578,2,2,50,78,193,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::initEvaluationMasks::358,enhanced_llama-3.2-3b-instruct.json,1243,452444,453687,0,True,True,2.533,0,3576,178,3754,3,4,46,44,185,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/init.cpp::diagonal_of::394,enhanced_llama-3.2-3b-instruct.json,73,452444,452517,0,True,True,2.922,0,2846,228,3074,4,2,77,47,259,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::anti_diagonal_of::397,enhanced_llama-3.2-3b-instruct.json,75,452444,452519,0,True,True,2.772,0,2843,216,3059,2,2,52,52,290,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::initialiseSquaresBetween::400,enhanced_llama-3.2-3b-instruct.json,713,452444,453157,0,True,True,3.205,0,3473,239,3712,3,3,51,111,338,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/init.cpp::initialiseLine::416,enhanced_llama-3.2-3b-instruct.json,570,452444,453014,0,True,True,3.352,0,3448,253,3701,5,6,95,95,396,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/init.cpp::initAll::428,enhanced_llama-3.2-3b-instruct.json,365,452444,452809,0,True,True,3.852,0,3158,306,3464,3,9,51,187,220,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/main.cpp::main::10,enhanced_llama-3.2-3b-instruct.json,1172,393717,394889,0,True,True,3.159,0,3295,240,3535,7,3,33,112,302,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/misc.cpp::printBitBoard::27,enhanced_llama-3.2-3b-instruct.json,446,860763,861209,0,True,True,2.467,0,3269,178,3447,2,2,45,75,140,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/misc.cpp::printMove::81,enhanced_llama-3.2-3b-instruct.json,296,860763,861059,0,True,True,2.652,0,3034,200,3234,6,2,35,98,95,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/misc.cpp::algebraicNotation::88,enhanced_llama-3.2-3b-instruct.json,224,860763,860987,0,True,True,2.855,0,2866,223,3089,3,2,28,82,304,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/misc.cpp::getStringFlags::97,enhanced_llama-3.2-3b-instruct.json,721,860763,861484,0,True,True,2.42,0,3260,173,3433,3,2,59,59,173,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/misc.cpp::printMovesList::122,enhanced_llama-3.2-3b-instruct.json,503,860763,861266,0,True,True,3.058,0,3151,232,3383,4,3,78,78,176,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/misc.cpp::parseMove::135,enhanced_llama-3.2-3b-instruct.json,1169,860763,861932,0,True,True,4.234,0,3355,331,3686,3,3,89,89,208,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/misc.cpp::split::164,enhanced_llama-3.2-3b-instruct.json,237,860763,861000,0,True,True,2.189,0,2875,161,3036,3,2,59,68,107,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/eval/evaluation.cpp::flip::17,enhanced_llama-3.2-3b-instruct.json,57,0,57,0,True,True,1.842,0,660,176,836,3,2,31,57,119,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/eval/evaluation.cpp::init_tables::22,enhanced_llama-3.2-3b-instruct.json,369,0,369,0,True,True,1.954,0,1032,182,1214,3,3,65,58,197,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/eval/evaluation.cpp::evaluate::35,enhanced_llama-3.2-3b-instruct.json,6178,0,6178,0,True,True,3.751,0,2509,315,2824,5,3,110,38,196,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
llama-3.2-3b-instruct,src/logger/logger.cpp::getExecutableDirectory::16,enhanced_llama-3.2-3b-instruct.json,902,596082,596984,0,True,True,2.916,0,3003,226,3229,3,2,61,45,192,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/logger/logger.cpp::isLoggingEnabled::46,enhanced_llama-3.2-3b-instruct.json,235,596082,596317,0,True,True,2.045,0,2637,155,2792,2,2,61,50,144,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
llama-3.2-3b-instruct,src/logger/logger.h::Logger::Logger::40,enhanced_llama-3.2-3b-instruct.json,921,2478009,2478930,0,True,True,2.809,0,3265,210,3475,3,2,18,68,211,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/movegen/movegen.h::addMove::12,enhanced_llama-3.2-3b-instruct.json,131,771206,771337,0,True,True,2.065,0,2830,150,2980,3,2,34,34,110,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,,,,,Method,Complex,Leaf
llama-3.2-3b-instruct,src/search/search.cpp::initSearchTables::54,enhanced_llama-3.2-3b-instruct.json,337,716850,717187,0,True,True,2.868,0,3210,216,3426,4,2,79,41,93,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
