model,function,file,source_characters,llvm_characters,representation_size,dependency_count,json_valid,request_success,latency_seconds,retry_count,prompt_tokens,output_tokens,total_tokens,keyword_count,concept_count,summary_length,purpose_length,behavior_length,source_code,ast,llvm,cfg,call_graph,purpose_complete,behavior_complete,summary_complete,inputs_complete,outputs_complete,side_effects_complete,dependencies_complete,concepts_complete,keywords_complete,algorithm_complete,complexity_complete,human_accuracy,human_relevance,human_faithfulness,human_usefulness,function_type,complexity_category,graph_complexity
qwen2.5-coder-3b-instruct,include/inline_functions.h::shiftLeft::43,enhanced_qwen2.5-coder-3b-instruct.json,68,771206,771274,0,True,True,3.136,0,3040,257,3297,4,3,147,110,284,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/inline_functions.h::shiftRight::47,enhanced_qwen2.5-coder-3b-instruct.json,69,771206,771275,0,True,True,3.48,0,3039,288,3327,4,3,142,132,272,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/inline_functions.h::getBishopAttacks::52,enhanced_qwen2.5-coder-3b-instruct.json,313,771206,771519,0,True,True,3.542,0,3350,290,3640,5,4,134,98,198,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,include/inline_functions.h::getBishopXrayAttacks::60,enhanced_qwen2.5-coder-3b-instruct.json,246,771206,771452,0,True,True,3.774,0,3321,311,3632,5,5,142,107,274,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,include/inline_functions.h::getRookAttacks::66,enhanced_qwen2.5-coder-3b-instruct.json,303,771206,771509,0,True,True,4.613,0,3356,395,3751,5,4,175,82,202,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,include/inline_functions.h::getRookXrayAttacks::74,enhanced_qwen2.5-coder-3b-instruct.json,240,771206,771446,0,True,True,3.797,0,3321,313,3634,4,6,102,62,211,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,include/inline_functions.h::getQueenAttacks::80,enhanced_qwen2.5-coder-3b-instruct.json,537,771206,771743,0,True,True,3.217,0,3469,256,3725,4,3,89,75,187,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,include/move.h::Move::Move::27,enhanced_qwen2.5-coder-3b-instruct.json,24,771206,771230,0,True,True,2.126,0,2940,160,3100,3,3,74,47,37,True,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/move.h::Move::Move::29,enhanced_qwen2.5-coder-3b-instruct.json,35,771206,771241,0,True,True,2.146,0,2993,163,3156,3,3,93,50,82,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/move.h::Move::Move::31,enhanced_qwen2.5-coder-3b-instruct.json,120,771206,771326,0,True,True,2.466,0,3095,190,3285,4,3,99,71,145,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,include/move.h::Move::Move::35,enhanced_qwen2.5-coder-3b-instruct.json,158,771206,771364,0,True,True,2.892,0,3180,231,3411,4,4,108,94,161,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,include/types.h::operator~::11,enhanced_qwen2.5-coder-3b-instruct.json,64,771206,771270,0,True,True,2.293,0,3014,176,3190,4,3,72,41,103,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/types.h::make_piece::22,enhanced_qwen2.5-coder-3b-instruct.json,84,771206,771290,0,True,True,2.542,0,3079,198,3277,4,3,132,52,93,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/types.h::pieceType::31,enhanced_qwen2.5-coder-3b-instruct.json,55,771206,771261,0,True,True,2.437,0,2995,191,3186,4,3,86,50,177,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/types.h::color::32,enhanced_qwen2.5-coder-3b-instruct.json,51,771206,771257,0,True,True,2.151,0,2990,165,3155,3,3,71,35,94,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/types.h::UndoInfo::UndoInfo::41,enhanced_qwen2.5-coder-3b-instruct.json,77,771206,771283,0,True,True,2.112,0,2986,161,3147,3,3,99,34,96,True,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,include/types.h::UndoInfo::UndoInfo::44,enhanced_qwen2.5-coder-3b-instruct.json,102,771206,771308,0,True,True,2.368,0,3038,182,3220,4,3,78,34,80,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::resetGameVariables::26,enhanced_qwen2.5-coder-3b-instruct.json,76,2478009,2478085,0,True,True,2.536,0,3092,199,3291,4,2,106,56,56,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::handleUci::31,enhanced_qwen2.5-coder-3b-instruct.json,1662,2478009,2479671,0,True,True,2.625,0,3949,192,4141,4,4,122,74,149,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::handleOption::66,enhanced_qwen2.5-coder-3b-instruct.json,1512,2478009,2479521,0,True,True,4.795,0,3900,399,4299,5,4,116,52,204,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::handleOption::103,enhanced_qwen2.5-coder-3b-instruct.json,418,2478009,2478427,0,True,True,3.037,0,3472,240,3712,4,3,94,85,175,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::handleIsReady::118,enhanced_qwen2.5-coder-3b-instruct.json,62,2478009,2478071,0,True,True,1.993,0,3083,148,3231,3,3,66,33,79,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::handlePosition::122,enhanced_qwen2.5-coder-3b-instruct.json,2489,2478009,2480498,0,True,True,3.455,0,3945,269,4214,5,3,121,76,217,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::handleGo::194,enhanced_qwen2.5-coder-3b-instruct.json,1703,2478009,2479712,0,True,True,3.821,0,3822,306,4128,8,3,194,95,178,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::cleanUp::233,enhanced_qwen2.5-coder-3b-instruct.json,91,2478009,2478100,0,True,True,2.302,0,3158,177,3335,3,2,141,70,93,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/UCI.cpp::UCI::238,enhanced_qwen2.5-coder-3b-instruct.json,1945,2478009,2479954,0,True,True,4.876,0,3890,404,4294,4,6,170,72,200,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/board.cpp::charToPiece::24,enhanced_qwen2.5-coder-3b-instruct.json,760,641627,642387,0,True,True,2.706,0,3792,197,3989,5,3,93,80,207,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/hashtable.cpp::generateHashKey::26,enhanced_qwen2.5-coder-3b-instruct.json,655,169878,170533,0,True,True,3.388,0,3778,262,4040,4,3,76,48,192,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/hashtable.cpp::initTranspositionTable::48,enhanced_qwen2.5-coder-3b-instruct.json,571,169878,170449,0,True,True,2.767,0,3661,210,3871,3,3,182,73,204,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/hashtable.cpp::clearTranspositionTable::67,enhanced_qwen2.5-coder-3b-instruct.json,546,169878,170424,0,True,True,2.67,0,3637,202,3839,4,4,105,67,128,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/hashtable.cpp::probeHash::81,enhanced_qwen2.5-coder-3b-instruct.json,1424,169878,171302,0,True,True,3.747,0,4128,291,4419,5,4,96,97,168,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/hashtable.cpp::recordHash::114,enhanced_qwen2.5-coder-3b-instruct.json,723,169878,170601,0,True,True,3.72,0,3837,293,4130,7,4,202,47,138,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/hashtable.cpp::checkHashOccupancy::132,enhanced_qwen2.5-coder-3b-instruct.json,323,169878,170201,0,True,True,2.989,0,3554,233,3787,5,4,212,74,161,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::maskPawnAttacks::123,enhanced_qwen2.5-coder-3b-instruct.json,439,452444,452883,0,True,True,2.947,0,3819,220,4039,6,3,104,61,160,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::maskKnightMoves::142,enhanced_qwen2.5-coder-3b-instruct.json,530,452444,452974,0,True,True,3.051,0,3905,232,4137,4,3,110,86,264,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::maskKingMoves::162,enhanced_qwen2.5-coder-3b-instruct.json,376,452444,452820,0,True,True,2.674,0,3756,195,3951,3,4,131,67,134,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::maskBishopMoves::182,enhanced_qwen2.5-coder-3b-instruct.json,725,452444,453169,0,True,True,3.026,0,3993,227,4220,4,4,88,86,176,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::maskRookMoves::198,enhanced_qwen2.5-coder-3b-instruct.json,582,452444,453026,0,True,True,3.005,0,3841,228,4069,4,4,125,97,170,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::bishopAttacksOnTheFly::213,enhanced_qwen2.5-coder-3b-instruct.json,1038,452444,453482,0,True,True,3.563,0,4233,271,4504,3,3,107,122,330,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::rookAttacksOnTheFly::241,enhanced_qwen2.5-coder-3b-instruct.json,1020,452444,453464,0,True,True,3.173,0,4105,228,4333,4,4,98,82,113,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::setOccupancies::269,enhanced_qwen2.5-coder-3b-instruct.json,290,452444,452734,0,True,True,3.301,0,3663,258,3921,3,4,97,66,254,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::initLeaperPiecesAttacks::282,enhanced_qwen2.5-coder-3b-instruct.json,432,452444,452876,0,True,True,3.373,0,3654,274,3928,6,3,94,86,104,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::initSliderAttacks::291,enhanced_qwen2.5-coder-3b-instruct.json,1312,452444,453756,0,True,True,3.812,0,4015,305,4320,5,3,160,51,171,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::initRandomKeys::322,enhanced_qwen2.5-coder-3b-instruct.json,525,452444,452969,0,True,True,2.768,0,3785,209,3994,3,3,131,63,83,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::setFileAndRankMask::341,enhanced_qwen2.5-coder-3b-instruct.json,521,452444,452965,0,True,True,3.166,0,3863,243,4106,3,4,77,58,241,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::initEvaluationMasks::358,enhanced_qwen2.5-coder-3b-instruct.json,1243,452444,453687,0,True,True,3.193,0,4072,244,4316,3,3,166,45,187,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::diagonal_of::394,enhanced_qwen2.5-coder-3b-instruct.json,73,452444,452517,0,True,True,2.527,0,3270,203,3473,3,3,85,64,197,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::anti_diagonal_of::397,enhanced_qwen2.5-coder-3b-instruct.json,75,452444,452519,0,True,True,2.509,0,3267,202,3469,6,4,101,54,133,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::initialiseSquaresBetween::400,enhanced_qwen2.5-coder-3b-instruct.json,713,452444,453157,0,True,True,3.658,0,3934,297,4231,4,3,128,66,332,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::initialiseLine::416,enhanced_qwen2.5-coder-3b-instruct.json,570,452444,453014,0,True,True,3.964,0,3908,325,4233,4,3,90,116,434,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/init.cpp::initAll::428,enhanced_qwen2.5-coder-3b-instruct.json,365,452444,452809,0,True,True,3.5,0,3583,294,3877,4,3,140,51,262,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/main.cpp::main::10,enhanced_qwen2.5-coder-3b-instruct.json,1172,393717,394889,0,True,True,3.218,0,3657,255,3912,7,4,141,171,132,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/misc.cpp::printBitBoard::27,enhanced_qwen2.5-coder-3b-instruct.json,446,860763,861209,0,True,True,3.12,0,3612,247,3859,4,3,86,65,266,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/misc.cpp::printMove::81,enhanced_qwen2.5-coder-3b-instruct.json,296,860763,861059,0,True,True,2.752,0,3347,222,3569,5,3,77,35,235,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/misc.cpp::algebraicNotation::88,enhanced_qwen2.5-coder-3b-instruct.json,224,860763,860987,0,True,True,2.652,0,3179,217,3396,5,6,165,57,92,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/misc.cpp::getStringFlags::97,enhanced_qwen2.5-coder-3b-instruct.json,721,860763,861484,0,True,True,2.501,0,3575,195,3770,4,3,86,75,204,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/misc.cpp::printMovesList::122,enhanced_qwen2.5-coder-3b-instruct.json,503,860763,861266,0,True,True,2.638,0,3467,206,3673,4,3,78,38,150,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/misc.cpp::parseMove::135,enhanced_qwen2.5-coder-3b-instruct.json,1169,860763,861932,0,True,True,3.881,0,3671,314,3985,6,3,107,76,297,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/misc.cpp::split::164,enhanced_qwen2.5-coder-3b-instruct.json,237,860763,861000,0,True,True,2.315,0,3191,181,3372,3,2,102,48,145,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/eval/evaluation.cpp::flip::17,enhanced_qwen2.5-coder-3b-instruct.json,57,0,57,0,True,True,1.878,0,644,184,828,4,3,152,40,103,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/eval/evaluation.cpp::init_tables::22,enhanced_qwen2.5-coder-3b-instruct.json,369,0,369,0,True,True,2.272,0,1017,219,1236,6,5,133,46,150,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/eval/evaluation.cpp::evaluate::35,enhanced_qwen2.5-coder-3b-instruct.json,6178,0,6178,0,True,True,3.748,0,2504,330,2834,6,5,104,97,291,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
qwen2.5-coder-3b-instruct,src/logger/logger.cpp::getExecutableDirectory::16,enhanced_qwen2.5-coder-3b-instruct.json,902,596082,596984,0,True,True,2.59,0,3240,204,3444,3,3,83,46,137,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/logger/logger.cpp::isLoggingEnabled::46,enhanced_qwen2.5-coder-3b-instruct.json,235,596082,596317,0,True,True,2.171,0,2871,170,3041,5,4,87,61,84,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/logger/logger.h::Logger::Logger::40,enhanced_qwen2.5-coder-3b-instruct.json,921,2478009,2478930,0,True,True,3.546,0,3596,288,3884,5,4,153,84,157,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/movegen/movegen.h::addMove::12,enhanced_qwen2.5-coder-3b-instruct.json,131,771206,771337,0,True,True,2.524,0,3101,201,3302,3,2,88,34,170,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,,,,,Method,Complex,Leaf
qwen2.5-coder-3b-instruct,src/search/search.cpp::initSearchTables::54,enhanced_qwen2.5-coder-3b-instruct.json,337,716850,717187,0,True,True,2.619,0,3503,204,3707,5,4,116,44,135,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,,,,,Method,Moderate,Leaf
qwen2.5-coder-3b-instruct,src/search/see.cpp::see::14,enhanced_qwen2.5-coder-3b-instruct.json,3874,160789,164663,0,True,True,3.838,0,5209,282,5491,9,5,99,84,121,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,Method,Simple,Leaf
smollm2-1.7b-instruct,benchmark_tests/benchmark_tests.h::Test::BenchMark::Puzzle::Puzzle::25,enhanced_smollm2-1.7b-instruct.json,115,771206,771321,0,True,True,2.016,0,3416,142,3558,0,0,120,37,44,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,,,,,Test,Moderate,Leaf
smollm2-1.7b-instruct,benchmark_tests/perft_tests.cpp::split::21,enhanced_smollm2-1.7b-instruct.json,306,771206,771512,0,True,True,3.259,0,3618,251,3869,2,3,207,53,202,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,,,,,Test,Complex,Leaf
smollm2-1.7b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,enhanced_smollm2-1.7b-instruct.json,565,771206,771771,0,True,True,2.889,0,4052,207,4259,0,0,203,58,235,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
smollm2-1.7b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60,enhanced_smollm2-1.7b-instruct.json,1488,771206,772694,0,True,True,3.363,0,4342,231,4573,0,0,242,93,301,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
smollm2-1.7b-instruct,benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107,enhanced_smollm2-1.7b-instruct.json,1474,771206,772680,0,True,True,2.747,0,4235,188,4423,0,0,182,42,232,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
smollm2-1.7b-instruct,benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29,enhanced_smollm2-1.7b-instruct.json,573,719080,719653,0,True,True,2.791,0,3413,211,3624,3,1,215,13,66,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,,,,,Test,Moderate,Leaf
smollm2-1.7b-instruct,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71,enhanced_smollm2-1.7b-instruct.json,2050,776006,778056,0,True,True,2.618,0,4305,174,4479,0,0,252,56,124,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Test,Complex,Leaf
smollm2-1.7b-instruct,benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125,enhanced_smollm2-1.7b-instruct.json,996,776006,777002,0,True,True,3.07,0,4029,218,4247,2,0,235,95,262,True,True,True,False,False,True,True,True,False,True,False,False,False,True,True,True,,,,,Test,Complex,Leaf
smollm2-1.7b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17,enhanced_smollm2-1.7b-instruct.json,802,0,802,0,True,True,2.647,0,1531,247,1778,3,0,284,37,233,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,enhanced_smollm2-1.7b-instruct.json,1093,0,1093,0,True,True,1.837,0,1667,165,1832,3,0,149,53,94,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67,enhanced_smollm2-1.7b-instruct.json,1109,0,1109,0,True,True,2.024,0,1660,172,1832,3,0,101,56,127,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94,enhanced_smollm2-1.7b-instruct.json,356,0,356,0,True,True,1.818,0,1145,170,1315,2,0,184,65,95,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105,enhanced_smollm2-1.7b-instruct.json,349,0,349,0,True,True,1.913,0,1147,182,1329,3,0,170,48,106,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/evaluation_tests.cpp::flipVertical::16,enhanced_smollm2-1.7b-instruct.json,415,534127,534542,0,True,True,2.404,0,4235,157,4392,0,0,81,35,60,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
smollm2-1.7b-instruct,debug_tests/evaluation_tests.cpp::mirrorBitboards::27,enhanced_smollm2-1.7b-instruct.json,168,534127,534295,0,True,True,2.214,0,3758,147,3905,0,0,114,59,117,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
smollm2-1.7b-instruct,debug_tests/evaluation_tests.cpp::swapColours::33,enhanced_smollm2-1.7b-instruct.json,601,534127,534728,0,True,True,5.66,0,4215,164,4379,0,0,118,43,128,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
smollm2-1.7b-instruct,debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,enhanced_smollm2-1.7b-instruct.json,1770,534127,535897,0,True,True,4.229,0,4408,299,4707,5,3,243,60,171,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,,,,,Test,Moderate,Leaf
smollm2-1.7b-instruct,debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21,enhanced_smollm2-1.7b-instruct.json,168,422910,423078,0,True,True,3.655,0,3324,278,3602,0,0,296,38,281,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,enhanced_smollm2-1.7b-instruct.json,882,422910,423792,0,True,True,2.846,0,4132,198,4330,1,1,122,65,148,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43,enhanced_smollm2-1.7b-instruct.json,742,422910,423652,0,True,True,3.0,0,4100,206,4306,2,0,129,59,181,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,debug_tests/move_tests.cpp::Test::Debug::moveSorting::20,enhanced_smollm2-1.7b-instruct.json,958,477165,478123,0,True,True,3.602,0,4197,248,4445,3,2,312,217,167,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,,,,,Test,Moderate,Leaf
smollm2-1.7b-instruct,debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,enhanced_smollm2-1.7b-instruct.json,1088,477165,478253,0,True,True,2.63,0,4258,168,4426,1,1,144,55,90,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,,,,,Test,Moderate,Leaf
smollm2-1.7b-instruct,debug_tests/see_tests.cpp::Test::Debug::see_test::15,enhanced_smollm2-1.7b-instruct.json,1330,0,1330,0,True,True,2.851,0,1590,265,1855,7,2,238,14,235,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,,,,,Test,Simple,Leaf
smollm2-1.7b-instruct,include/board.h::Board::Board::33,enhanced_smollm2-1.7b-instruct.json,30,771206,771236,0,True,True,3.05,0,3229,242,3471,0,1,182,22,124,True,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,,,,,Method,Moderate,Leaf
smollm2-1.7b-instruct,include/board.h::Board::Board::34,enhanced_smollm2-1.7b-instruct.json,74,771206,771280,0,True,True,2.564,0,3306,192,3498,0,0,293,44,74,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,,,,,Method,Moderate,Leaf
